hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
City Hotel,1,2015,September,17,0,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,November,4,0,2,2,0,0,BB,FRA,TA/TO,0,0,0,E,E,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,8,2,5,2,0,0,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,2017,August,21,1,3,2,2,0,BB,ESP,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,November,1,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,October,20,0,5,3,0,0,BB,IRL,TA/TO,0,0,0,A,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,25,0,4,2,1,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,3,2,2,2,0,0,SC,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,July,26,2,4,1,0,0,HB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,April,18,1,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,October,21,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,July,21,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,4,1,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,September,24,0,1,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,August,13,2,0,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,12,0,3,3,0,0,BB,BEL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,February,12,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,May,11,2,7,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,25,0,3,2,0,0,BB,CZE,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,May,16,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,No-Show
City Hotel,0,2015,September,7,3,7,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,August,31,0,4,2,0,0,BB,SWE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,March,5,2,5,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,June,26,1,0,2,0,0,SC,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,21,2,5,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,19,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,15,Transient,0,Canceled
Resort Hotel,0,2017,May,10,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,February,20,2,1,2,0,0,BB,DEU,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,June,30,2,2,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,September,24,2,3,3,0,0,BB,DEU,TA/TO,0,0,0,D,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,May,19,0,1,2,0,0,BB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,19,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2017,July,23,2,5,2,0,0,HB,ESP,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,October,4,2,1,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,April,14,0,2,2,0,0,SC,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,October,9,1,0,2,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,28,2,4,0,2,0,BB,NLD,TA/TO,0,0,0,B,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,April,14,2,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,16,2,2,2,0,0,FB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2016,June,10,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,August,10,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,0,2016,April,23,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,February,26,2,1,1,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2015,October,5,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
City Hotel,1,2017,May,4,0,3,3,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,26,2,1,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,13,0,3,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,September,21,1,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,March,21,1,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2016,September,17,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Corporate,0,0,0,D,D,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,March,23,0,4,2,1,0,SC,IRL,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,23,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,February,29,1,5,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,February,29,1,1,2,0,0,BB,PRT,Direct,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,17,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,April,23,2,3,2,1,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,18,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,March,9,0,3,1,0,0,HB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,February,26,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,May,31,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,January,28,2,3,2,1,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,5,1,3,2,0,0,BB,AUT,Direct,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,5,1,0,2,1,0,SC,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,February,6,1,1,2,0,0,BB,HRV,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,October,11,2,7,2,0,0,HB,AUT,Corporate,0,0,0,E,F,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,April,3,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2015,August,20,0,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,August,22,1,1,2,0,0,SC,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,December,19,1,4,2,0,1,BB,CHN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,July,24,1,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,April,15,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,56,Transient-Party,0,Check-Out
Resort Hotel,1,2015,August,23,4,6,1,1,0,HB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,August,14,2,2,2,1,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,July,9,2,1,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,November,25,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,April,16,1,1,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,April,22,0,2,2,0,0,BB,PRT,Direct,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2016,July,7,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2017,January,16,1,2,1,0,0,Undefined,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,July,22,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,March,11,2,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,19,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,September,1,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,3,1,1,2,0,0,BB,ISR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,June,26,1,3,2,0,0,HB,CN,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,July,26,2,1,2,0,0,BB,CN,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,May,16,1,3,2,0,0,SC,DNK,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,September,10,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,E,E,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,August,21,2,0,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,February,25,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,November,23,0,3,2,0,0,BB,NOR,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,December,8,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,20,1,3,2,0,0,BB,GBR,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,January,23,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,August,18,0,2,1,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,November,7,2,1,2,0,0,HB,ESP,TA/TO,0,0,0,A,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,July,20,0,2,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,November,1,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2017,April,21,2,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,February,2,0,2,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2016,December,8,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,E,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,6,1,1,2,0,0,BB,FRA,TA/TO,0,0,0,D,G,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,18,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,January,27,0,2,1,0,0,BB,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,1,1,1,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,17,Transient,0,Canceled
City Hotel,0,2017,June,26,1,3,2,0,0,HB,LUX,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,6,0,3,1,0,0,BB,PRT,Corporate,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,June,1,0,1,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,10,1,1,2,0,0,BB,IRL,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,November,2,1,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,60,Transient,0,Canceled
City Hotel,0,2015,August,22,2,1,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,September,18,2,2,3,0,0,BB,PRT,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,March,11,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,May,15,1,0,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,Refundable,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,August,4,0,2,2,0,0,HB,MOZ,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,May,27,2,1,2,1,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,August,5,0,2,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,26,2,1,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,February,29,1,3,1,0,0,BB,PRT,TA/TO,1,0,2,A,A,No Deposit,0,Group,0,Check-Out
City Hotel,0,2017,August,2,2,4,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,March,2,0,1,1,0,0,BB,DEU,Direct,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,July,21,0,2,2,0,0,HB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,July,6,0,1,3,0,0,BB,COL,TA/TO,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,February,13,0,1,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,21,1,5,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
Resort Hotel,1,2017,May,25,0,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,April,7,0,1,2,1,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,November,28,0,1,2,0,0,BB,PRT,Direct,1,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,September,15,0,1,2,0,0,SC,ESP,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,September,30,0,1,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,77,Transient-Party,0,Check-Out
City Hotel,0,2016,May,23,1,0,2,0,0,SC,MLT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,March,15,0,5,3,0,0,HB,SRB,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,June,17,0,1,2,0,0,BB,CHN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,January,3,0,5,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,February,27,1,1,2,0,0,HB,ESP,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,July,20,0,3,3,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Canceled
Resort Hotel,1,2017,July,20,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,10,0,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,October,31,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
Resort Hotel,0,2015,August,26,0,1,2,2,0,BB,ESP,Direct,0,0,0,G,G,No Deposit,0,Transient,1,Check-Out
Resort Hotel,1,2016,August,4,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,August,7,2,2,2,1,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,May,16,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,February,20,1,0,1,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,April,10,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,July,17,1,4,2,2,0,BB,NOR,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,October,14,2,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,October,29,1,1,2,2,0,BB,ESP,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,September,2,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,October,18,1,0,2,0,0,BB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,July,2,4,10,3,0,0,BB,AGO,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,July,21,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,November,11,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,9,2,0,1,0,0,BB,GBR,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,January,4,1,4,2,0,0,BB,ITA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,26,4,5,2,0,0,BB,RUS,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,May,23,0,2,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,October,16,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient-Party,0,Canceled
City Hotel,0,2017,July,4,0,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,12,0,2,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,January,18,0,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,June,26,2,3,0,2,0,BB,PRT,TA/TO,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,May,21,4,6,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2016,March,13,2,2,3,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,August,1,2,1,2,0,0,HB,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,March,24,1,2,2,0,0,BB,NLD,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,December,25,0,1,3,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,November,2,1,4,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,28,0,3,3,0,0,BB,PRT,TA/TO,0,0,0,D,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,27,0,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,February,24,0,4,3,0,0,HB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2017,May,1,1,1,2,0,0,BB,FRA,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,January,29,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,June,7,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,62,Transient,0,Canceled
Resort Hotel,0,2016,September,22,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,E,F,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2017,February,2,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,December,8,0,3,2,0,0,SC,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,September,16,0,3,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,June,20,1,0,2,0,0,BB,ITA,TA/TO,0,0,0,A,C,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,December,28,0,4,2,0,0,BB,HUN,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,December,26,1,1,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,June,14,0,2,3,0,0,BB,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,May,25,0,3,2,0,0,BB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,18,1,2,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,April,9,2,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,August,19,2,2,2,0,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,July,17,1,1,2,1,0,BB,USA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,October,23,2,0,2,0,0,HB,AUT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,December,3,2,1,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,March,17,0,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,21,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,August,1,2,6,2,2,0,Undefined,PRT,Direct,0,0,0,G,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,18,1,1,3,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,September,19,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,35,Transient,0,Canceled
City Hotel,1,2016,February,17,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,3,Transient,0,Canceled
City Hotel,1,2016,June,17,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2017,June,23,1,2,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,12,0,3,2,0,0,SC,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
